"12f6 -- 8. Asukkaiden pääasiallinen toiminta, 2010-2022"

"Postinumeroalue";"Tiedot";"2022"
"29570  Söörmarkku (Pori)";"Lapset 0-14-vuotiaat (PT)";217
"29570  Söörmarkku (Pori)";"Opiskelijat (PT)";58
"29570  Söörmarkku (Pori)";"Eläkeläiset (PT)";261
"29570  Söörmarkku (Pori)";"Muut (PT)";24
"29600  Noormarkku Keskus (Pori)";"Asukkaat yhteensä (PT)";4594
"29600  Noormarkku Keskus (Pori)";"Työlliset (PT)";1839
"29600  Noormarkku Keskus (Pori)";"Työttömät (PT)";188
"29600  Noormarkku Keskus (Pori)";"Lapset 0-14-vuotiaat (PT)";765
"29600  Noormarkku Keskus (Pori)";"Opiskelijat (PT)";285
"29600  Noormarkku Keskus (Pori)";"Eläkeläiset (PT)";1408
"29600  Noormarkku Keskus (Pori)";"Muut (PT)";109
"29630  Pomarkku Keskus (Pomarkku)";"Asukkaat yhteensä (PT)";1729
"29630  Pomarkku Keskus (Pomarkku)";"Työlliset (PT)";624
"29630  Pomarkku Keskus (Pomarkku)";"Työttömät (PT)";56
"29630  Pomarkku Keskus (Pomarkku)";"Lapset 0-14-vuotiaat (PT)";242
"29630  Pomarkku Keskus (Pomarkku)";"Opiskelijat (PT)";94
"29630  Pomarkku Keskus (Pomarkku)";"Eläkeläiset (PT)";659
"29630  Pomarkku Keskus (Pomarkku)";"Muut (PT)";54
"29640  Honkakoski (Pomarkku)";"Asukkaat yhteensä (PT)";206
"29640  Honkakoski (Pomarkku)";"Työlliset (PT)";83
"29640  Honkakoski (Pomarkku)";"Työttömät (PT)";6
"29640  Honkakoski (Pomarkku)";"Lapset 0-14-vuotiaat (PT)";14
"29640  Honkakoski (Pomarkku)";"Opiskelijat (PT)";5
"29640  Honkakoski (Pomarkku)";"Eläkeläiset (PT)";95
"29640  Honkakoski (Pomarkku)";"Muut (PT)";3
"29680  Kairila (Pori)";"Asukkaat yhteensä (PT)";274
"29680  Kairila (Pori)";"Työlliset (PT)";108
"29680  Kairila (Pori)";"Työttömät (PT)";11
"29680  Kairila (Pori)";"Lapset 0-14-vuotiaat (PT)";32
"29680  Kairila (Pori)";"Opiskelijat (PT)";12
"29680  Kairila (Pori)";"Eläkeläiset (PT)";102
"29680  Kairila (Pori)";"Muut (PT)";9
"29700  Ahlainen (Pori)";"Asukkaat yhteensä (PT)";698
"29700  Ahlainen (Pori)";"Työlliset (PT)";244
"29700  Ahlainen (Pori)";"Työttömät (PT)";31
"29700  Ahlainen (Pori)";"Lapset 0-14-vuotiaat (PT)";80
"29700  Ahlainen (Pori)";"Opiskelijat (PT)";28
"29700  Ahlainen (Pori)";"Eläkeläiset (PT)";298
"29700  Ahlainen (Pori)";"Muut (PT)";17
"29720  Lamppi (Pori)";"Asukkaat yhteensä (PT)";157
"29720  Lamppi (Pori)";"Työlliset (PT)";52
"29720  Lamppi (Pori)";"Työttömät (PT)";11
"29720  Lamppi (Pori)";"Lapset 0-14-vuotiaat (PT)";25
"29720  Lamppi (Pori)";"Opiskelijat (PT)";6
"29720  Lamppi (Pori)";"Eläkeläiset (PT)";58
"29720  Lamppi (Pori)";"Muut (PT)";5
"29740  Etelämaa (Merikarvia)";"Asukkaat yhteensä (PT)";82
"29740  Etelämaa (Merikarvia)";"Työlliset (PT)";33
"29740  Etelämaa (Merikarvia)";"Työttömät (PT)";5
"29740  Etelämaa (Merikarvia)";"Lapset 0-14-vuotiaat (PT)";10
"29740  Etelämaa (Merikarvia)";"Opiskelijat (PT)";8
"29740  Etelämaa (Merikarvia)";"Eläkeläiset (PT)";26
"29740  Etelämaa (Merikarvia)";"Muut (PT)";0
"29750  Pohjansaha (Merikarvia)";"Asukkaat yhteensä (PT)";96
"29750  Pohjansaha (Merikarvia)";"Työlliset (PT)";35
"29750  Pohjansaha (Merikarvia)";"Työttömät (PT)";2
"29750  Pohjansaha (Merikarvia)";"Lapset 0-14-vuotiaat (PT)";10
"29750  Pohjansaha (Merikarvia)";"Opiskelijat (PT)";6
"29750  Pohjansaha (Merikarvia)";"Eläkeläiset (PT)";41
"29750  Pohjansaha (Merikarvia)";"Muut (PT)";2
"29760  Köörtilä (Merikarvia)";"Asukkaat yhteensä (PT)";70
"29760  Köörtilä (Merikarvia)";"Työlliset (PT)";31
"29760  Köörtilä (Merikarvia)";"Työttömät (PT)";2
"29760  Köörtilä (Merikarvia)";"Lapset 0-14-vuotiaat (PT)";10
"29760  Köörtilä (Merikarvia)";"Opiskelijat (PT)";3
"29760  Köörtilä (Merikarvia)";"Eläkeläiset (PT)";24
"29760  Köörtilä (Merikarvia)";"Muut (PT)";0
"29790  Tuorila (Merikarvia)";"Asukkaat yhteensä (PT)";309
"29790  Tuorila (Merikarvia)";"Työlliset (PT)";113
"29790  Tuorila (Merikarvia)";"Työttömät (PT)";10
"29790  Tuorila (Merikarvia)";"Lapset 0-14-vuotiaat (PT)";66
"29790  Tuorila (Merikarvia)";"Opiskelijat (PT)";13
"29790  Tuorila (Merikarvia)";"Eläkeläiset (PT)";99
"29790  Tuorila (Merikarvia)";"Muut (PT)";8
"29810  Siikainen Keskus (Siikainen)";"Asukkaat yhteensä (PT)";764
"29810  Siikainen Keskus (Siikainen)";"Työlliset (PT)";254
"29810  Siikainen Keskus (Siikainen)";"Työttömät (PT)";41
"29810  Siikainen Keskus (Siikainen)";"Lapset 0-14-vuotiaat (PT)";77
"29810  Siikainen Keskus (Siikainen)";"Opiskelijat (PT)";34
"29810  Siikainen Keskus (Siikainen)";"Eläkeläiset (PT)";333
"29810  Siikainen Keskus (Siikainen)";"Muut (PT)";25
"29830  Sammi (Siikainen)";"Asukkaat yhteensä (PT)";160
"29830  Sammi (Siikainen)";"Työlliset (PT)";52
"29830  Sammi (Siikainen)";"Työttömät (PT)";7
"29830  Sammi (Siikainen)";"Lapset 0-14-vuotiaat (PT)";21
"29830  Sammi (Siikainen)";"Opiskelijat (PT)";7
"29830  Sammi (Siikainen)";"Eläkeläiset (PT)";67
"29830  Sammi (Siikainen)";"Muut (PT)";6
"29860  Otamo (Siikainen)";"Asukkaat yhteensä (PT)";119
"29860  Otamo (Siikainen)";"Työlliset (PT)";41
"29860  Otamo (Siikainen)";"Työttömät (PT)";4
"29860  Otamo (Siikainen)";"Lapset 0-14-vuotiaat (PT)";15
"29860  Otamo (Siikainen)";"Opiskelijat (PT)";5
"29860  Otamo (Siikainen)";"Eläkeläiset (PT)";47
"29860  Otamo (Siikainen)";"Muut (PT)";7
"29880  Leväsjoki-Saarineva (Siikainen)";"Asukkaat yhteensä (PT)";176
"29880  Leväsjoki-Saarineva (Siikainen)";"Työlliset (PT)";60
"29880  Leväsjoki-Saarineva (Siikainen)";"Työttömät (PT)";7
"29880  Leväsjoki-Saarineva (Siikainen)";"Lapset 0-14-vuotiaat (PT)";19
"29880  Leväsjoki-Saarineva (Siikainen)";"Opiskelijat (PT)";4
"29880  Leväsjoki-Saarineva (Siikainen)";"Eläkeläiset (PT)";78
"29880  Leväsjoki-Saarineva (Siikainen)";"Muut (PT)";8
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Asukkaat yhteensä (PT)";2106
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Työlliset (PT)";717
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Työttömät (PT)";91
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Lapset 0-14-vuotiaat (PT)";284
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Opiskelijat (PT)";95
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Eläkeläiset (PT)";873
"29900  Merikarvia Keskus-Rannikko (Merikarvia)";"Muut (PT)";46
"29940  Kuvaskangas (Merikarvia)";"Asukkaat yhteensä (PT)";255
"29940  Kuvaskangas (Merikarvia)";"Työlliset (PT)";87
"29940  Kuvaskangas (Merikarvia)";"Työttömät (PT)";12
"29940  Kuvaskangas (Merikarvia)";"Lapset 0-14-vuotiaat (PT)";35
"29940  Kuvaskangas (Merikarvia)";"Opiskelijat (PT)";8
"29940  Kuvaskangas (Merikarvia)";"Eläkeläiset (PT)";106
"29940  Kuvaskangas (Merikarvia)";"Muut (PT)";7
"30100  Forssa Keskus (Forssa)";"Asukkaat yhteensä (PT)";9840
"30100  Forssa Keskus (Forssa)";"Työlliset (PT)";3890
"30100  Forssa Keskus (Forssa)";"Työttömät (PT)";361
"30100  Forssa Keskus (Forssa)";"Lapset 0-14-vuotiaat (PT)";1113
"30100  Forssa Keskus (Forssa)";"Opiskelijat (PT)";599
"30100  Forssa Keskus (Forssa)";"Eläkeläiset (PT)";3607
"30100  Forssa Keskus (Forssa)";"Muut (PT)";270
"30300  Viksberg (Forssa)";"Asukkaat yhteensä (PT)";2388
"30300  Viksberg (Forssa)";"Työlliset (PT)";804
"30300  Viksberg (Forssa)";"Työttömät (PT)";157
"30300  Viksberg (Forssa)";"Lapset 0-14-vuotiaat (PT)";231
"30300  Viksberg (Forssa)";"Opiskelijat (PT)";144
"30300  Viksberg (Forssa)";"Eläkeläiset (PT)";889
"30300  Viksberg (Forssa)";"Muut (PT)";163
"30420  Tölö (Forssa)";"Asukkaat yhteensä (PT)";4567
"30420  Tölö (Forssa)";"Työlliset (PT)";1842
"30420  Tölö (Forssa)";"Työttömät (PT)";187
"30420  Tölö (Forssa)";"Lapset 0-14-vuotiaat (PT)";541
"30420  Tölö (Forssa)";"Opiskelijat (PT)";263
"30420  Tölö (Forssa)";"Eläkeläiset (PT)";1595
"30420  Tölö (Forssa)";"Muut (PT)";139
"31110  Matku (Forssa)";"Asukkaat yhteensä (PT)";494
"31110  Matku (Forssa)";"Työlliset (PT)";217
"31110  Matku (Forssa)";"Työttömät (PT)";29
"31110  Matku (Forssa)";"Lapset 0-14-vuotiaat (PT)";72
"31110  Matku (Forssa)";"Opiskelijat (PT)";24
"31110  Matku (Forssa)";"Eläkeläiset (PT)";146
"31110  Matku (Forssa)";"Muut (PT)";6
"31130  Koijärvi (Forssa)";"Asukkaat yhteensä (PT)";253
"31130  Koijärvi (Forssa)";"Työlliset (PT)";105
"31130  Koijärvi (Forssa)";"Työttömät (PT)";8
"31130  Koijärvi (Forssa)";"Lapset 0-14-vuotiaat (PT)";42
"31130  Koijärvi (Forssa)";"Opiskelijat (PT)";8
"31130  Koijärvi (Forssa)";"Eläkeläiset (PT)";82
"31130  Koijärvi (Forssa)";"Muut (PT)";8
"31140  Menonen (Urjala)";"Asukkaat yhteensä (PT)";155
"31140  Menonen (Urjala)";"Työlliset (PT)";62
"31140  Menonen (Urjala)";"Työttömät (PT)";4
"31140  Menonen (Urjala)";"Lapset 0-14-vuotiaat (PT)";23
"31140  Menonen (Urjala)";"Opiskelijat (PT)";11
"31140  Menonen (Urjala)";"Eläkeläiset (PT)";49
"31140  Menonen (Urjala)";"Muut (PT)";6
"31160  Nuutajärvi (Urjala)";"Asukkaat yhteensä (PT)";250
"31160  Nuutajärvi (Urjala)";"Työlliset (PT)";93
"31160  Nuutajärvi (Urjala)";"Työttömät (PT)";12
"31160  Nuutajärvi (Urjala)";"Lapset 0-14-vuotiaat (PT)";21
"31160  Nuutajärvi (Urjala)";"Opiskelijat (PT)";15
"31160  Nuutajärvi (Urjala)";"Eläkeläiset (PT)";93
"31160  Nuutajärvi (Urjala)";"Muut (PT)";16
"31170  Savijoki (Forssa)";"Asukkaat yhteensä (PT)";196
"31170  Savijoki (Forssa)";"Työlliset (PT)";71
"31170  Savijoki (Forssa)";"Työttömät (PT)";4
"31170  Savijoki (Forssa)";"Lapset 0-14-vuotiaat (PT)";25
"31170  Savijoki (Forssa)";"Opiskelijat (PT)";14
"31170  Savijoki (Forssa)";"Eläkeläiset (PT)";75
"31170  Savijoki (Forssa)";"Muut (PT)";7
"31230  Susikas (Tammela)";"Asukkaat yhteensä (PT)";197
"31230  Susikas (Tammela)";"Työlliset (PT)";72
"31230  Susikas (Tammela)";"Työttömät (PT)";10
"31230  Susikas (Tammela)";"Lapset 0-14-vuotiaat (PT)";23
"31230  Susikas (Tammela)";"Opiskelijat (PT)";12
"31230  Susikas (Tammela)";"Eläkeläiset (PT)";75
"31230  Susikas (Tammela)";"Muut (PT)";5
"31250  Teuro (Tammela)";"Asukkaat yhteensä (PT)";220
"31250  Teuro (Tammela)";"Työlliset (PT)";94
"31250  Teuro (Tammela)";"Työttömät (PT)";4
"31250  Teuro (Tammela)";"Lapset 0-14-vuotiaat (PT)";47
"31250  Teuro (Tammela)";"Opiskelijat (PT)";5
"31250  Teuro (Tammela)";"Eläkeläiset (PT)";66
"31250  Teuro (Tammela)";"Muut (PT)";4
"31300  Tammela Keskus (Tammela)";"Asukkaat yhteensä (PT)";3003
"31300  Tammela Keskus (Tammela)";"Työlliset (PT)";1243
"31300  Tammela Keskus (Tammela)";"Työttömät (PT)";103
"31300  Tammela Keskus (Tammela)";"Lapset 0-14-vuotiaat (PT)";416
"31300  Tammela Keskus (Tammela)";"Opiskelijat (PT)";176
"31300  Tammela Keskus (Tammela)";"Eläkeläiset (PT)";1005
"31300  Tammela Keskus (Tammela)";"Muut (PT)";60
"31310  Mustiala (Tammela)";"Asukkaat yhteensä (PT)";99
"31310  Mustiala (Tammela)";"Työlliset (PT)";48
"31310  Mustiala (Tammela)";"Työttömät (PT)";0
"31310  Mustiala (Tammela)";"Lapset 0-14-vuotiaat (PT)";11
"31310  Mustiala (Tammela)";"Opiskelijat (PT)";16
"31310  Mustiala (Tammela)";"Eläkeläiset (PT)";22
"31310  Mustiala (Tammela)";"Muut (PT)";2
"31340  Porras (Tammela)";"Asukkaat yhteensä (PT)";501
"31340  Porras (Tammela)";"Työlliset (PT)";219
"31340  Porras (Tammela)";"Työttömät (PT)";17
"31340  Porras (Tammela)";"Lapset 0-14-vuotiaat (PT)";64
"31340  Porras (Tammela)";"Opiskelijat (PT)";35
"31340  Porras (Tammela)";"Eläkeläiset (PT)";154
"31340  Porras (Tammela)";"Muut (PT)";12
"31350  Vistinkoski (Tammela)";"Asukkaat yhteensä (PT)";216
"31350  Vistinkoski (Tammela)";"Työlliset (PT)";81
"31350  Vistinkoski (Tammela)";"Työttömät (PT)";10
"31350  Vistinkoski (Tammela)";"Lapset 0-14-vuotiaat (PT)";25
"31350  Vistinkoski (Tammela)";"Opiskelijat (PT)";11
"31350  Vistinkoski (Tammela)";"Eläkeläiset (PT)";87
"31350  Vistinkoski (Tammela)";"Muut (PT)";2
"31370  Eerikkilän Urheiluopisto (Tammela)";"Asukkaat yhteensä (PT)";0
"31370  Eerikkilän Urheiluopisto (Tammela)";"Työlliset (PT)";0
"31370  Eerikkilän Urheiluopisto (Tammela)";"Työttömät (PT)";0
"31370  Eerikkilän Urheiluopisto (Tammela)";"Lapset 0-14-vuotiaat (PT)";0
"31370  Eerikkilän Urheiluopisto (Tammela)";"Opiskelijat (PT)";0
"31370  Eerikkilän Urheiluopisto (Tammela)";"Eläkeläiset (PT)";0
"31370  Eerikkilän Urheiluopisto (Tammela)";"Muut (PT)";0
"31380  Letku-Torro (Tammela)";"Asukkaat yhteensä (PT)";305
"31380  Letku-Torro (Tammela)";"Työlliset (PT)";129
"31380  Letku-Torro (Tammela)";"Työttömät (PT)";14
"31380  Letku-Torro (Tammela)";"Lapset 0-14-vuotiaat (PT)";43
"31380  Letku-Torro (Tammela)";"Opiskelijat (PT)";28
"31380  Letku-Torro (Tammela)";"Eläkeläiset (PT)";86
"31380  Letku-Torro (Tammela)";"Muut (PT)";5
"31400  Somero Keskus (Somero)";"Asukkaat yhteensä (PT)";5886
"31400  Somero Keskus (Somero)";"Työlliset (PT)";2164
"31400  Somero Keskus (Somero)";"Työttömät (PT)";177
"31400  Somero Keskus (Somero)";"Lapset 0-14-vuotiaat (PT)";748
"31400  Somero Keskus (Somero)";"Opiskelijat (PT)";286
"31400  Somero Keskus (Somero)";"Eläkeläiset (PT)";2328
"31400  Somero Keskus (Somero)";"Muut (PT)";183
"31410  Ylöpirtti (Somero)";"Asukkaat yhteensä (PT)";341
"31410  Ylöpirtti (Somero)";"Työlliset (PT)";149
"31410  Ylöpirtti (Somero)";"Työttömät (PT)";12
"31410  Ylöpirtti (Somero)";"Lapset 0-14-vuotiaat (PT)";52
"31410  Ylöpirtti (Somero)";"Opiskelijat (PT)";12
"31410  Ylöpirtti (Somero)";"Eläkeläiset (PT)";108
"31410  Ylöpirtti (Somero)";"Muut (PT)";8
"31450  Häntälä (Somero)";"Asukkaat yhteensä (PT)";332
"31450  Häntälä (Somero)";"Työlliset (PT)";163
"31450  Häntälä (Somero)";"Työttömät (PT)";8
"31450  Häntälä (Somero)";"Lapset 0-14-vuotiaat (PT)";45
"31450  Häntälä (Somero)";"Opiskelijat (PT)";14
"31450  Häntälä (Somero)";"Eläkeläiset (PT)";94
"31450  Häntälä (Somero)";"Muut (PT)";8
"31460  Hirsjärvi (Somero)";"Asukkaat yhteensä (PT)";230
"31460  Hirsjärvi (Somero)";"Työlliset (PT)";94
"31460  Hirsjärvi (Somero)";"Työttömät (PT)";6
"31460  Hirsjärvi (Somero)";"Lapset 0-14-vuotiaat (PT)";30
"31460  Hirsjärvi (Somero)";"Opiskelijat (PT)";10
"31460  Hirsjärvi (Somero)";"Eläkeläiset (PT)";82
"31460  Hirsjärvi (Somero)";"Muut (PT)";8
"31470  Somerniemi (Somero)";"Asukkaat yhteensä (PT)";592
"31470  Somerniemi (Somero)";"Työlliset (PT)";251
"31470  Somerniemi (Somero)";"Työttömät (PT)";19
"31470  Somerniemi (Somero)";"Lapset 0-14-vuotiaat (PT)";65
"31470  Somerniemi (Somero)";"Opiskelijat (PT)";35
"31470  Somerniemi (Somero)";"Eläkeläiset (PT)";199
"31470  Somerniemi (Somero)";"Muut (PT)";23
"31490  Terttilä (Somero)";"Asukkaat yhteensä (PT)";227
"31490  Terttilä (Somero)";"Työlliset (PT)";99
"31490  Terttilä (Somero)";"Työttömät (PT)";8
"31490  Terttilä (Somero)";"Lapset 0-14-vuotiaat (PT)";13
"31490  Terttilä (Somero)";"Opiskelijat (PT)";13
"31490  Terttilä (Somero)";"Eläkeläiset (PT)";84
"31490  Terttilä (Somero)";"Muut (PT)";10
"31500  Koski Tl (Koski Tl)";"Asukkaat yhteensä (PT)";2220
"31500  Koski Tl (Koski Tl)";"Työlliset (PT)";876
"31500  Koski Tl (Koski Tl)";"Työttömät (PT)";65
"31500  Koski Tl (Koski Tl)";"Lapset 0-14-vuotiaat (PT)";284
"31500  Koski Tl (Koski Tl)";"Opiskelijat (PT)";114
"31500  Koski Tl (Koski Tl)";"Eläkeläiset (PT)";807
"31500  Koski Tl (Koski Tl)";"Muut (PT)";74
"31520  Pitkäjärvi (Somero)";"Asukkaat yhteensä (PT)";481
"31520  Pitkäjärvi (Somero)";"Työlliset (PT)";192
"31520  Pitkäjärvi (Somero)";"Työttömät (PT)";18
"31520  Pitkäjärvi (Somero)";"Lapset 0-14-vuotiaat (PT)";80
"31520  Pitkäjärvi (Somero)";"Opiskelijat (PT)";30
"31520  Pitkäjärvi (Somero)";"Eläkeläiset (PT)";152
"31520  Pitkäjärvi (Somero)";"Muut (PT)";9
"31530  Pyöli (Somero)";"Asukkaat yhteensä (PT)";297
"31530  Pyöli (Somero)";"Työlliset (PT)";127
"31530  Pyöli (Somero)";"Työttömät (PT)";19
"31530  Pyöli (Somero)";"Lapset 0-14-vuotiaat (PT)";45
"31530  Pyöli (Somero)";"Opiskelijat (PT)";11
"31530  Pyöli (Somero)";"Eläkeläiset (PT)";89
"31530  Pyöli (Somero)";"Muut (PT)";6
"31600  Jokioinen Keskus (Jokioinen)";"Asukkaat yhteensä (PT)";3498
"31600  Jokioinen Keskus (Jokioinen)";"Työlliset (PT)";1437
"31600  Jokioinen Keskus (Jokioinen)";"Työttömät (PT)";133
"31600  Jokioinen Keskus (Jokioinen)";"Lapset 0-14-vuotiaat (PT)";522
"31600  Jokioinen Keskus (Jokioinen)";"Opiskelijat (PT)";213
"31600  Jokioinen Keskus (Jokioinen)";"Eläkeläiset (PT)";1102
"31600  Jokioinen Keskus (Jokioinen)";"Muut (PT)";91
"31610  Vaulammi (Jokioinen)";"Asukkaat yhteensä (PT)";429
"31610  Vaulammi (Jokioinen)";"Työlliset (PT)";182
"31610  Vaulammi (Jokioinen)";"Työttömät (PT)";16
"31610  Vaulammi (Jokioinen)";"Lapset 0-14-vuotiaat (PT)";61
"31610  Vaulammi (Jokioinen)";"Opiskelijat (PT)";24
"31610  Vaulammi (Jokioinen)";"Eläkeläiset (PT)";132
"31610  Vaulammi (Jokioinen)";"Muut (PT)";14
"31620  Latovainio (Jokioinen)";"Asukkaat yhteensä (PT)";361
"31620  Latovainio (Jokioinen)";"Työlliset (PT)";168
"31620  Latovainio (Jokioinen)";"Työttömät (PT)";13
"31620  Latovainio (Jokioinen)";"Lapset 0-14-vuotiaat (PT)";41
"31620  Latovainio (Jokioinen)";"Opiskelijat (PT)";18
"31620  Latovainio (Jokioinen)";"Eläkeläiset (PT)";113
"31620  Latovainio (Jokioinen)";"Muut (PT)";8
"31630  Minkiö (Jokioinen)";"Asukkaat yhteensä (PT)";522
"31630  Minkiö (Jokioinen)";"Työlliset (PT)";240
"31630  Minkiö (Jokioinen)";"Työttömät (PT)";18
"31630  Minkiö (Jokioinen)";"Lapset 0-14-vuotiaat (PT)";74
"31630  Minkiö (Jokioinen)";"Opiskelijat (PT)";40
"31630  Minkiö (Jokioinen)";"Eläkeläiset (PT)";141
"31630  Minkiö (Jokioinen)";"Muut (PT)";9
"31640  Humppila Keskus (Humppila)";"Asukkaat yhteensä (PT)";1899
"31640  Humppila Keskus (Humppila)";"Työlliset (PT)";752
"31640  Humppila Keskus (Humppila)";"Työttömät (PT)";87
"31640  Humppila Keskus (Humppila)";"Lapset 0-14-vuotiaat (PT)";262
"31640  Humppila Keskus (Humppila)";"Opiskelijat (PT)";96
"31640  Humppila Keskus (Humppila)";"Eläkeläiset (PT)";646
"31640  Humppila Keskus (Humppila)";"Muut (PT)";56
"31650  Venäjänkangas (Humppila)";"Asukkaat yhteensä (PT)";259
"31650  Venäjänkangas (Humppila)";"Työlliset (PT)";115
"31650  Venäjänkangas (Humppila)";"Työttömät (PT)";9
"31650  Venäjänkangas (Humppila)";"Lapset 0-14-vuotiaat (PT)";30
"31650  Venäjänkangas (Humppila)";"Opiskelijat (PT)";15
"31650  Venäjänkangas (Humppila)";"Eläkeläiset (PT)";81
"31650  Venäjänkangas (Humppila)";"Muut (PT)";9
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Asukkaat yhteensä (PT)";1370
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Työlliset (PT)";553
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Työttömät (PT)";50
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Lapset 0-14-vuotiaat (PT)";202
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Opiskelijat (PT)";85
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Eläkeläiset (PT)";428
"31700  Urjala Asemanseutu-Hanhisuo (Urjala)";"Muut (PT)";52
"31720  Urjalankylä-Kehro (Urjala)";"Asukkaat yhteensä (PT)";379
"31720  Urjalankylä-Kehro (Urjala)";"Työlliset (PT)";149
"31720  Urjalankylä-Kehro (Urjala)";"Työttömät (PT)";22
"31720  Urjalankylä-Kehro (Urjala)";"Lapset 0-14-vuotiaat (PT)";51
"31720  Urjalankylä-Kehro (Urjala)";"Opiskelijat (PT)";18
"31720  Urjalankylä-Kehro (Urjala)";"Eläkeläiset (PT)";132
"31720  Urjalankylä-Kehro (Urjala)";"Muut (PT)";7
"31730  Honkola (Urjala)";"Asukkaat yhteensä (PT)";102
"31730  Honkola (Urjala)";"Työlliset (PT)";49
"31730  Honkola (Urjala)";"Työttömät (PT)";4
"31730  Honkola (Urjala)";"Lapset 0-14-vuotiaat (PT)";13
"31730  Honkola (Urjala)";"Opiskelijat (PT)";3
"31730  Honkola (Urjala)";"Eläkeläiset (PT)";31
"31730  Honkola (Urjala)";"Muut (PT)";2
"31750  Kehro (Urjala)";"Asukkaat yhteensä (PT)";50
"31750  Kehro (Urjala)";"Työlliset (PT)";20
"31750  Kehro (Urjala)";"Työttömät (PT)";2
"31750  Kehro (Urjala)";"Lapset 0-14-vuotiaat (PT)";2
"31750  Kehro (Urjala)";"Opiskelijat (PT)";1
"31750  Kehro (Urjala)";"Eläkeläiset (PT)";24
"31750  Kehro (Urjala)";"Muut (PT)";1
"31760  Urjala Keskus (Urjala)";"Asukkaat yhteensä (PT)";1774
"31760  Urjala Keskus (Urjala)";"Työlliset (PT)";610
"31760  Urjala Keskus (Urjala)";"Työttömät (PT)";56
"31760  Urjala Keskus (Urjala)";"Lapset 0-14-vuotiaat (PT)";216
"31760  Urjala Keskus (Urjala)";"Opiskelijat (PT)";74
"31760  Urjala Keskus (Urjala)";"Eläkeläiset (PT)";746
"31760  Urjala Keskus (Urjala)";"Muut (PT)";72
"31810  Oriniemi (Punkalaidun)";"Asukkaat yhteensä (PT)";363
"31810  Oriniemi (Punkalaidun)";"Työlliset (PT)";149
"31810  Oriniemi (Punkalaidun)";"Työttömät (PT)";7
"31810  Oriniemi (Punkalaidun)";"Lapset 0-14-vuotiaat (PT)";56
"31810  Oriniemi (Punkalaidun)";"Opiskelijat (PT)";24
"31810  Oriniemi (Punkalaidun)";"Eläkeläiset (PT)";118
"31810  Oriniemi (Punkalaidun)";"Muut (PT)";9
"31830  Halkivaha (Urjala)";"Asukkaat yhteensä (PT)";251
"31830  Halkivaha (Urjala)";"Työlliset (PT)";104
"31830  Halkivaha (Urjala)";"Työttömät (PT)";12
"31830  Halkivaha (Urjala)";"Lapset 0-14-vuotiaat (PT)";26
"31830  Halkivaha (Urjala)";"Opiskelijat (PT)";16
"31830  Halkivaha (Urjala)";"Eläkeläiset (PT)";86
"31830  Halkivaha (Urjala)";"Muut (PT)";7
"31850  Koskioinen (Punkalaidun)";"Asukkaat yhteensä (PT)";134
"31850  Koskioinen (Punkalaidun)";"Työlliset (PT)";54
"31850  Koskioinen (Punkalaidun)";"Työttömät (PT)";2
"31850  Koskioinen (Punkalaidun)";"Lapset 0-14-vuotiaat (PT)";18
"31850  Koskioinen (Punkalaidun)";"Opiskelijat (PT)";11
"31850  Koskioinen (Punkalaidun)";"Eläkeläiset (PT)";48
"31850  Koskioinen (Punkalaidun)";"Muut (PT)";1
"31860  Tursa (Urjala)";"Asukkaat yhteensä (PT)";249
"31860  Tursa (Urjala)";"Työlliset (PT)";97
"31860  Tursa (Urjala)";"Työttömät (PT)";10
"31860  Tursa (Urjala)";"Lapset 0-14-vuotiaat (PT)";21
"31860  Tursa (Urjala)";"Opiskelijat (PT)";7
"31860  Tursa (Urjala)";"Eläkeläiset (PT)";101
"31860  Tursa (Urjala)";"Muut (PT)";13
"31900  Punkalaidun Keskus (Punkalaidun)";"Asukkaat yhteensä (PT)";1649
"31900  Punkalaidun Keskus (Punkalaidun)";"Työlliset (PT)";549
"31900  Punkalaidun Keskus (Punkalaidun)";"Työttömät (PT)";42
"31900  Punkalaidun Keskus (Punkalaidun)";"Lapset 0-14-vuotiaat (PT)";166
"31900  Punkalaidun Keskus (Punkalaidun)";"Opiskelijat (PT)";81
"31900  Punkalaidun Keskus (Punkalaidun)";"Eläkeläiset (PT)";744
"31900  Punkalaidun Keskus (Punkalaidun)";"Muut (PT)";67
"31930  Vanttila (Punkalaidun)";"Asukkaat yhteensä (PT)";96
"31930  Vanttila (Punkalaidun)";"Työlliset (PT)";43
"31930  Vanttila (Punkalaidun)";"Työttömät (PT)";2
"31930  Vanttila (Punkalaidun)";"Lapset 0-14-vuotiaat (PT)";13
