"12f1 -- 3. Asukkaiden käytettävissä olevat rahatulot, 2010-2022"

"00250  Taka-Töölö (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";356270764
"00260  Keski-Töölö (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";5049
"00260  Keski-Töölö (Helsinki)";"Asukkaiden keskitulot (HR)";49250
"00260  Keski-Töölö (Helsinki)";"Asukkaiden mediaanitulot (HR)";31036
"00260  Keski-Töölö (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";760
"00260  Keski-Töölö (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";2214
"00260  Keski-Töölö (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2075
"00260  Keski-Töölö (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";248664963
"00270  Pohjois-Meilahti (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";6260
"00270  Pohjois-Meilahti (Helsinki)";"Asukkaiden keskitulot (HR)";32801
"00270  Pohjois-Meilahti (Helsinki)";"Asukkaiden mediaanitulot (HR)";28455
"00270  Pohjois-Meilahti (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";958
"00270  Pohjois-Meilahti (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";3347
"00270  Pohjois-Meilahti (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1955
"00270  Pohjois-Meilahti (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";205335927
"00280  Ruskeasuo (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";2451
"00280  Ruskeasuo (Helsinki)";"Asukkaiden keskitulot (HR)";31251
"00280  Ruskeasuo (Helsinki)";"Asukkaiden mediaanitulot (HR)";27205
"00280  Ruskeasuo (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";474
"00280  Ruskeasuo (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";1236
"00280  Ruskeasuo (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";741
